gene,media,project,generation_start,generation_end,launcher_command,config_path,script_path
G6092,with_aa,gene_knockout_G6092_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6092_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6092_with_aa.sh
G6092,acetate,gene_knockout_G6092_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6092_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6092_acetate.sh
G6092,no_ox,gene_knockout_G6092_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6092_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6092_no_ox.sh
G6092,succinate,gene_knockout_G6092_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6092_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6092_succinate.sh
G6096,with_aa,gene_knockout_G6096_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6096_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6096_with_aa.sh
G6096,acetate,gene_knockout_G6096_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6096_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6096_acetate.sh
G6096,no_ox,gene_knockout_G6096_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6096_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6096_no_ox.sh
G6096,succinate,gene_knockout_G6096_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6096_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6096_succinate.sh
G6105,with_aa,gene_knockout_G6105_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6105_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6105_with_aa.sh
G6105,acetate,gene_knockout_G6105_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6105_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6105_acetate.sh
G6105,no_ox,gene_knockout_G6105_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6105_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6105_no_ox.sh
G6105,succinate,gene_knockout_G6105_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6105_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6105_succinate.sh
G6199,with_aa,gene_knockout_G6199_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6199_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6199_with_aa.sh
G6199,acetate,gene_knockout_G6199_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6199_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6199_acetate.sh
G6199,no_ox,gene_knockout_G6199_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6199_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6199_no_ox.sh
G6199,succinate,gene_knockout_G6199_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6199_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6199_succinate.sh
G6234,with_aa,gene_knockout_G6234_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6234_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6234_with_aa.sh
G6234,acetate,gene_knockout_G6234_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6234_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6234_acetate.sh
G6234,no_ox,gene_knockout_G6234_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6234_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6234_no_ox.sh
G6234,succinate,gene_knockout_G6234_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6234_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6234_succinate.sh
G6237,with_aa,gene_knockout_G6237_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6237_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6237_with_aa.sh
G6237,acetate,gene_knockout_G6237_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6237_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6237_acetate.sh
G6237,no_ox,gene_knockout_G6237_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6237_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6237_no_ox.sh
G6237,succinate,gene_knockout_G6237_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6237_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6237_succinate.sh
G6239,with_aa,gene_knockout_G6239_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6239_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6239_with_aa.sh
G6239,acetate,gene_knockout_G6239_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6239_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6239_acetate.sh
G6239,no_ox,gene_knockout_G6239_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6239_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6239_no_ox.sh
G6239,succinate,gene_knockout_G6239_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6239_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6239_succinate.sh
G6261,with_aa,gene_knockout_G6261_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6261_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6261_with_aa.sh
G6261,acetate,gene_knockout_G6261_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6261_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6261_acetate.sh
G6261,no_ox,gene_knockout_G6261_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6261_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6261_no_ox.sh
G6261,succinate,gene_knockout_G6261_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6261_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6261_succinate.sh
G6269,with_aa,gene_knockout_G6269_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6269_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6269_with_aa.sh
G6269,acetate,gene_knockout_G6269_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6269_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6269_acetate.sh
G6269,no_ox,gene_knockout_G6269_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6269_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6269_no_ox.sh
G6269,succinate,gene_knockout_G6269_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6269_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6269_succinate.sh
G6283,with_aa,gene_knockout_G6283_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6283_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6283_with_aa.sh
G6283,acetate,gene_knockout_G6283_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6283_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6283_acetate.sh
G6283,no_ox,gene_knockout_G6283_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6283_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6283_no_ox.sh
G6283,succinate,gene_knockout_G6283_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6283_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6283_succinate.sh
G6364,with_aa,gene_knockout_G6364_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6364_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6364_with_aa.sh
G6364,acetate,gene_knockout_G6364_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6364_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6364_acetate.sh
G6364,no_ox,gene_knockout_G6364_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6364_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6364_no_ox.sh
G6364,succinate,gene_knockout_G6364_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6364_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6364_succinate.sh
G6397,with_aa,gene_knockout_G6397_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6397_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6397_with_aa.sh
G6397,acetate,gene_knockout_G6397_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6397_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6397_acetate.sh
G6397,no_ox,gene_knockout_G6397_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6397_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6397_no_ox.sh
G6397,succinate,gene_knockout_G6397_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6397_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6397_succinate.sh
G6437,with_aa,gene_knockout_G6437_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6437_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6437_with_aa.sh
G6437,acetate,gene_knockout_G6437_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6437_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6437_acetate.sh
G6437,no_ox,gene_knockout_G6437_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6437_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6437_no_ox.sh
G6437,succinate,gene_knockout_G6437_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6437_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6437_succinate.sh
G6442,with_aa,gene_knockout_G6442_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6442_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6442_with_aa.sh
G6442,acetate,gene_knockout_G6442_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6442_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6442_acetate.sh
G6442,no_ox,gene_knockout_G6442_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6442_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6442_no_ox.sh
G6442,succinate,gene_knockout_G6442_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6442_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6442_succinate.sh
G6468,with_aa,gene_knockout_G6468_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6468_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6468_with_aa.sh
G6468,acetate,gene_knockout_G6468_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6468_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6468_acetate.sh
G6468,no_ox,gene_knockout_G6468_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6468_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6468_no_ox.sh
G6468,succinate,gene_knockout_G6468_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6468_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6468_succinate.sh
G6497,with_aa,gene_knockout_G6497_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6497_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6497_with_aa.sh
G6497,acetate,gene_knockout_G6497_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6497_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6497_acetate.sh
G6497,no_ox,gene_knockout_G6497_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6497_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6497_no_ox.sh
G6497,succinate,gene_knockout_G6497_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6497_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6497_succinate.sh
G6503,with_aa,gene_knockout_G6503_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6503_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6503_with_aa.sh
G6503,acetate,gene_knockout_G6503_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6503_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6503_acetate.sh
G6503,no_ox,gene_knockout_G6503_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6503_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6503_no_ox.sh
G6503,succinate,gene_knockout_G6503_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6503_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6503_succinate.sh
G6517,with_aa,gene_knockout_G6517_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6517_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6517_with_aa.sh
G6517,acetate,gene_knockout_G6517_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6517_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6517_acetate.sh
G6517,no_ox,gene_knockout_G6517_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6517_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6517_no_ox.sh
G6517,succinate,gene_knockout_G6517_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6517_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6517_succinate.sh
G6561,with_aa,gene_knockout_G6561_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6561_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6561_with_aa.sh
G6561,acetate,gene_knockout_G6561_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6561_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6561_acetate.sh
G6561,no_ox,gene_knockout_G6561_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6561_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6561_no_ox.sh
G6561,succinate,gene_knockout_G6561_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6561_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6561_succinate.sh
G6626,with_aa,gene_knockout_G6626_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6626_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6626_with_aa.sh
G6626,acetate,gene_knockout_G6626_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6626_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6626_acetate.sh
G6626,no_ox,gene_knockout_G6626_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6626_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6626_no_ox.sh
G6626,succinate,gene_knockout_G6626_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6626_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6626_succinate.sh
G6627,with_aa,gene_knockout_G6627_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6627_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6627_with_aa.sh
G6627,acetate,gene_knockout_G6627_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6627_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6627_acetate.sh
G6627,no_ox,gene_knockout_G6627_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6627_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6627_no_ox.sh
G6627,succinate,gene_knockout_G6627_succinate,13,20,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6627_succinate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6627_succinate.sh
G6643,with_aa,gene_knockout_G6643_with_aa,5,13,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6643_with_aa.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6643_with_aa.sh
G6643,acetate,gene_knockout_G6643_acetate,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6643_acetate.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6643_acetate.sh
G6643,no_ox,gene_knockout_G6643_no_ox,6,14,job/write_for_new_job.py,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/configs/gene_knockout_G6643_no_ox.json,/user/home/il22158/work/vEcoli/job/generated_runs/launcher/20260831T191459Z/slurm/gene_knockout_G6643_no_ox.sh
