gene_id,gene_name,gene_symbol,RNA ID,overall_label_death,label_death_bool,Rousset_all_strains_M9,rousset_bool,expected_category,criteria_match,n_simulations
1542,leuC,leuc,EG11576_RNA,deadly_gene,True,1,True,expected_essential,True,2
1543,leuB,leub,EG11577_RNA,not_deadly,False,1,True,expected_essential,False,2
1582,rnb,rnb,EG11620_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1583,metN,metn,EG11621_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1592,potG,potg,EG11630_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1593,potH,poth,EG11631_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1594,potI,poti,EG11632_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1605,accA,acca,EG11647_RNA,not_deadly,False,1,True,expected_essential,False,2
1620,slyD,slyd,EG11663_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1630,folB,folb,EG11673_RNA,not_deadly,False,1,True,expected_essential,False,2
1649,ade,ade,EG11692_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1656,gpmA,gpma,EG11699_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1689,gmhB,gmhb,EG11736_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1698,panC,panc,EG11746_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1744,lplA,lpla,EG11796_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1758,gcvP,gcvp,EG11810_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1765,purU,puru,EG11819_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1795,yihX,yihx,EG11850_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1811,rhaD,rhad,EG11866_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1812,rhaA,rhaa,EG11867_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1876,aphA,apha,EG11934_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1898,alsE,alse,EG11957_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1903,lldD,lldd,EG11963_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1910,nupC,nupc,EG11971_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1957,yeiG,yeig,EG12026_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1961,rihB,rihb,EG12030_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1970,yejE,yeje,EG12040_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1995,nikA,nika,EG12075_RNA,not_deadly,False,0,False,expected_nonessential,True,2
1998,nikD,nikd,EG12078_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2006,nuoG,nuog,EG12087_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2007,nuoH,nuoh,EG12088_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2059,pgm,pgm,EG12144_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2143,treF,tref,EG12245_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2182,sgbU,sgbu,EG12286_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2189,yiaY,yiay,EG12293_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2196,tmk,tmk,EG12302_RNA,deadly_gene,True,1,True,expected_essential,True,2
2204,coaE,coae,EG12312_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2210,can,can,EG12319_RNA,not_deadly,False,1,True,expected_essential,False,2
2264,ybcF,ybcf,EG12384_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2293,gatY,gaty,EG12419_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2297,prmC,prmc,EG12424_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2306,menE,mene,EG12437_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2326,cycA,cyca,EG12504_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2338,gntP,gntp,EG12563_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2352,dppB,dppb,EG12625_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2354,dppD,dppd,EG12627_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2359,nudF,nudf,EG12633_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2365,gltK,gltk,EG12662_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2366,gltL,gltl,EG12663_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2367,lpxH,lpxh,EG12666_RNA,not_deadly,False,1,True,expected_essential,False,2
2384,luxS,luxs,EG12712_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2385,yddG,yddg,EG12713_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2386,dxr,dxr,EG12715_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2441,glk,glk,EG12957_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2453,dgoA,dgoa,EG20049_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2461,uxuB,uxub,EG20248_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2466,rplU,rplu,EG50001_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
2467,rpmA,rpma,EG50002_RNA,deadly_gene,True,1,True,expected_essential,True,2
2471,eutB,eutb,EG50006_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2476,folP,folp,EG50011_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2491,ybgT,ybgt,G0-10441_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2647,maa,maa,G58_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2656,ispU,ispu,G6092_RNA,not_deadly,False,1,True,expected_essential,False,2
2660,tilS,tils,G6096_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2669,fadE,fade,G6105_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2758,prpD,prpd,G6199_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2786,thiL,thil,G6234_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
2788,dxs,dxs,G6237_RNA,not_deadly,False,1,True,expected_essential,False,2
2790,panE,pane,G6239_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2809,ybaS,ybas,G6261_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2817,ybbO,ybbo,G6269_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2829,glxK,glxk,G6283_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2905,miaB,miab,G6364_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2926,pgl,pgl,G6397_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2965,yliI,ylii,G6437_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2970,ybjI,ybji,G6442_RNA,not_deadly,False,0,False,expected_nonessential,True,2
2996,ycaO,ycao,G6468_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3025,mgsA,mgsa,G6497_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3031,etp,etp,G6503_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3044,rutG,rutg,G6517_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3082,murJ,murj,G6561_RNA,deadly_gene,True,1,True,expected_essential,True,2
3146,dhaL,dhal,G6626_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3147,dhaK,dhak,G6627_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3163,puuP,puup,G6643_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3182,mpaA,mpaa,G6662_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3218,ydbK,ydbk,G6701_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3225,paaA,paaa,G6709_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3226,paaB,paab,G6710_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3227,paaC,paac,G6711_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3245,azoR,azor,G6731_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3278,nhoA,nhoa,G6770_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3283,adhP,adhp,G6775_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3308,lsrA,lsra,G6800_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3350,speG,speg,G6842_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3385,tppB,tppb,G6877_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3387,pdxY,pdxy,G6879_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3448,astB,astb,G6941_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3450,astA,asta,G6943_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3632,rcnA,rcna,G7138_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
3645,yfaU,yfau,G7158_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3671,yfbR,yfbr,G7185_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3778,maeB,maeb,G7293_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3808,iscS,iscs,G7325_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3873,alaE,alae,G7399_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3880,ygaH,ygah,G7406_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3895,ispD,ispd,G7423_RNA,not_deadly,False,1,True,expected_essential,False,2
3919,truC,truc,G7449_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3924,csdA,csda,G7454_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
3955,xdhB,xdhb,G7486_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3970,xanQ,xanq,G7501_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
3975,uacT,uact,G7507_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3984,scpB,scpb,G7516_RNA,not_deadly,False,0,False,expected_nonessential,True,2
3997,rdgB,rdgb,G7530_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4000,mltC,mltc,G7533_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
4008,glcA,glca,G7542_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4010,glcE,glce,G7544_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
4028,dkgA,dkga,G7565_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4040,cpdA,cpda,G7579_RNA,deadly_gene,True,0,False,expected_nonessential,False,2
4100,yhbO,yhbo,G7647_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4113,kdsD,kdsd,G7662_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4114,kdsC,kdsc,G7663_RNA,not_deadly,False,1,True,expected_essential,False,2
4115,lptC,lptc,G7664_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4116,lptA,lpta,G7665_RNA,not_deadly,False,1,True,expected_essential,False,2
4126,nanK,nank,G7676_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4127,nanE,nane,G7677_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4163,fkpA,fkpa,G7716_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4169,frlB,frlb,G7723_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4171,frlD,frld,G7726_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4187,yrfG,yrfg,G7742_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4223,dcuR,dcur,G7826_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4229,yjeH,yjeh,G7833_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4232,epmB,epmb,G7836_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4238,orn,orn,G7842_RNA,not_deadly,False,1,True,expected_essential,False,2
4253,ulaD,ulad,G7858_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4254,ulaE,ulae,G7859_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4255,ulaF,ulaf,G7860_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4260,fklB,fklb,G7865_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4263,ytfG,ytfg,G7868_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4281,lptF,lptf,G7888_RNA,not_deadly,False,1,True,expected_essential,False,2
4282,lptG,lptg,G7889_RNA,not_deadly,False,1,True,expected_essential,False,2
4285,idnO,idno,G7892_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4286,idnD,idnd,G7893_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4303,yjhH,yjhh,G7911_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4338,bglJ,bglj,G7948_RNA,not_deadly,False,0,False,expected_nonessential,True,2
4365,rpe,rpe,M004_RNA,not_deadly,False,0,False,expected_nonessential,True,2
