operon_id,num_tus,tu_ids
OP1516,1,TU00490[c]
OP1517,1,TU0-14371[c]
OP1518,1,tyrT-tRNA[c]
OP1519,1,tyrU-tRNA[c]
OP1520,1,tyrV-tRNA[c]
OP1521,1,TU00493[c]
OP1522,1,TU0-13330[c]
OP1523,1,TU0-8485[c]
OP1524,1,TU0-42483[c]
OP1525,1,TU0-4624[c]
OP1526,1,TU0-12902[c]
OP1527,1,TU0-7181[c]
OP1528,1,TU0-13164[c]
OP1529,1,TU0-13109[c]
OP1530,3,TU0-12859[c];TU0-14535[c];TU0-14802[c]
OP1531,1,TU0-12881[c]
OP1532,1,TU0-12975[c]
OP1533,1,TU0-12978[c]
OP1534,1,TU0-12991[c]
OP1535,1,TU0-13028[c]
OP1536,1,TU0-14245[c]
OP1537,4,TU0-13215[c];TU0-13216[c];TU0-41739[c];TU0-42524[c]
OP1538,1,TU0-13229[c]
OP1539,1,TU0-13232[c]
OP1540,1,TU0-8698[c]
OP1541,1,TU0-13266[c]
OP1542,1,TU0-13318[c]
OP1543,1,TU0-13380[c]
OP1544,1,TU0-8647[c]
OP1545,1,TU0-13447[c]
OP1546,1,TU0-13484[c]
OP1547,1,TU0-13522[c]
OP1548,1,TU0-13528[c]
OP1549,1,TU0-13569[c]
OP1550,1,TU0-13606[c]
OP1551,1,TU0-13699[c]
OP1552,1,TU0-13910[c]
OP1553,1,TU0-13981[c]
OP1554,1,TU0-8593[c]
OP1555,1,TU0-8594[c]
OP1556,1,G0-10470_RNA[c]
OP1557,1,TU0-42545[c]
OP1558,1,TU0-14195[c]
OP1559,1,TU0-8630[c]
OP1560,1,TU0-14218[c]
OP1561,1,TU0-14238[c]
OP1562,1,TU0-13198[c]
OP1563,1,TU0-12882[c]
OP1564,1,TU0-13507[c]
OP1565,1,TU0-12910[c]
OP1566,1,TU0-12971[c]
OP1567,1,TU0-13117[c]
OP1568,1,TU0-12796[c]
OP1569,1,TU0-12870[c]
OP1570,1,TU0-13446[c]
OP1571,1,TU0-13940[c]
OP1572,1,TU0-12904[c]
OP1573,1,TU0-13245[c]
OP1574,1,TU0-13480[c]
OP1575,1,TU0-13767[c]
OP1576,1,TU0-13843[c]
OP1577,1,TU0-14179[c]
OP1578,1,TU0-12893[c]
OP1579,1,TU0-13332[c]
OP1580,1,TU0-14332[c]
OP1581,1,G0-10583_RNA[c]
OP1582,1,G0-10584_RNA[c]
OP1583,1,TU0-198725[c]
OP1584,1,G0-10589_RNA[c]
OP1585,1,G0-10590_RNA[c]
OP1586,2,TU0-42448[c];TU0-8475[c]
OP1587,1,TU0-14392[c]
OP1588,1,G0-10593_RNA[c]
OP1589,1,G0-10594_RNA[c]
OP1590,1,G0-10595_RNA[c]
OP1591,1,G0-10596_RNA[c]
OP1592,1,TU0-14421[c]
OP1593,1,TU0-14423[c]
OP1594,1,G0-10601_RNA[c]
OP1595,1,TU0-14716[c]
OP1596,1,G0-10603_RNA[c]
OP1597,1,G0-10605_RNA[c]
OP1598,1,TU0-198722[c]
OP1599,1,TU0-198721[c]
OP1600,1,G0-10608_RNA[c]
OP1601,1,TU0-14424[c]
OP1602,1,TU0-14420[c]
OP1603,1,G0-10616_RNA[c]
OP1604,1,G0-10617_RNA[c]
OP1605,1,G0-10624_RNA[c]
OP1606,1,G0-10629_RNA[c]
OP1607,1,TU0-45158[c]
OP1608,1,TU0-45157[c]
OP1609,1,G0-10632_RNA[c]
OP1610,1,G0-10633_RNA[c]
OP1611,1,TU0-14422[c]
OP1612,1,TU0-14738[c]
OP1613,1,G0-10643_RNA[c]
OP1614,1,G0-10644_RNA[c]
OP1615,1,TU0-198729[c]
OP1616,1,G0-10647_RNA[c]
OP1617,1,G0-10648_RNA[c]
OP1618,1,G0-10649_RNA[c]
OP1619,1,G0-10650_RNA[c]
OP1620,1,TU0-198735[c]
OP1621,1,G0-10653_RNA[c]
OP1622,1,TU0-14769[c]
OP1623,1,G0-10655_RNA[c]
OP1624,1,G0-10656_RNA[c]
OP1625,1,G0-10657_RNA[c]
OP1626,1,TU0-14797[c]
OP1627,1,TU0-14795[c]
OP1628,1,TU0-36438[c]
OP1629,1,TU0-44223[c]
OP1630,1,G0-10696_RNA[c]
OP1631,1,TU0-42620[c]
OP1632,1,TU0-198718[c]
OP1633,1,G0-10706_RNA[c]
OP1634,1,G0-10707_RNA[c]
OP1635,1,G0-10715_RNA[c]
OP1636,1,TU0-7201[c]
OP1637,1,TU0-42484[c]
OP1638,1,G0-10738_RNA[c]
OP1639,1,TU0-42529[c]
OP1640,1,TU0-42530[c]
OP1641,1,TU0-42572[c]
OP1642,1,TU0-42576[c]
OP1643,1,G0-16635_RNA[c]
OP1644,1,RNA0-388[c]
OP1645,1,G0-16637_RNA[c]
OP1646,1,G0-16638_RNA[c]
OP1647,1,G0-16639_RNA[c]
OP1648,1,G0-16640_RNA[c]
OP1649,1,RNA0-389[c]
OP1650,1,RNA0-390[c]
OP1651,1,TU0-198727[c]
OP1652,1,TU0-198723[c]
OP1653,1,TU0-13321[c]
OP1654,1,RNA0-392[c]
OP1655,2,TU0-14766[c];TU0-45219[c]
OP1656,1,G0-16688_RNA[c]
OP1657,1,G0-16689_RNA[c]
OP1658,1,RNA0-393[c]
OP1659,1,RNA0-394[c]
OP1660,1,RNA0-395[c]
OP1661,1,RNA0-396[c]
OP1662,1,RNA0-397[c]
OP1663,1,RNA0-398[c]
OP1664,1,RNA0-400[c]
OP1665,1,TU0-44222[c]
OP1666,1,G0-16722_RNA[c]
OP1667,1,G0-16723_RNA[c]
OP1668,1,G0-16724_RNA[c]
OP1669,1,G0-16725_RNA[c]
OP1670,1,TU0-198724[c]
OP1671,1,G0-16727_RNA[c]
OP1672,1,G0-16728_RNA[c]
OP1673,1,G0-16729_RNA[c]
OP1674,1,G0-16730_RNA[c]
OP1675,1,TU0-198726[c]
OP1676,1,G0-16733_RNA[c]
OP1677,1,G0-16734_RNA[c]
OP1678,1,G0-16735_RNA[c]
OP1679,2,TU0-13209[c];TU0-4404[c]
OP1680,1,G0-16738_RNA[c]
OP1681,1,TU0-198730[c]
OP1682,1,G0-16740_RNA[c]
OP1683,1,TU0-198731[c]
OP1684,1,TU0-13315[c]
OP1685,1,G0-16743_RNA[c]
OP1686,1,G0-16744_RNA[c]
OP1687,1,G0-16745_RNA[c]
OP1688,1,G0-16746_RNA[c]
OP1689,1,TU0-198736[c]
OP1690,1,TU0-198737[c]
OP1691,1,G0-16749_RNA[c]
OP1692,1,G0-16750_RNA[c]
OP1693,1,G0-16751_RNA[c]
OP1694,1,RNA0-403[c]
OP1695,1,G0-17011_RNA[c]
OP1696,1,G0-17012_RNA[c]
OP1697,1,G0-17013_RNA[c]
OP1698,1,G0-17014_RNA[c]
OP1699,1,G0-17015_RNA[c]
OP1700,1,G0-17016_RNA[c]
OP1701,1,G0-17017_RNA[c]
OP1702,1,TU0-198728[c]
OP1703,1,G0-17019_RNA[c]
OP1704,1,G0-17020_RNA[c]
OP1705,1,G0-17021_RNA[c]
OP1706,1,TU0-198733[c]
OP1707,1,TU0-13343[c]
OP1708,1,TU0-198720[c]
OP1709,1,TU0-198734[c]
OP1710,1,G0-17026_RNA[c]
OP1711,1,TU0-198732[c]
OP1712,1,G0-17030_RNA[c]
OP1713,1,G0-17031_RNA[c]
OP1714,1,TU0-198738[c]
OP1715,1,G0-17033_RNA[c]
OP1716,1,G0-17034_RNA[c]
OP1717,1,G0-17035_RNA[c]
OP1718,1,G0-17036_RNA[c]
OP1719,1,G0-17037_RNA[c]
OP1720,1,G0-17038_RNA[c]
OP1721,1,G0-17039_RNA[c]
OP1722,1,G0-17040_RNA[c]
OP1723,1,G0-17041_RNA[c]
OP1724,1,G0-17042_RNA[c]
OP1725,1,G0-17043_RNA[c]
OP1726,1,TU0-198739[c]
OP1727,1,G0-17045_RNA[c]
OP1728,1,G0-17046_RNA[c]
OP1729,1,G0-17047_RNA[c]
OP1730,1,G0-17048_RNA[c]
OP1731,1,G0-17076_RNA[c]
OP1732,1,RNA0-406[c]
OP1733,1,G0-17078_RNA[c]
OP1734,1,G0-17079_RNA[c]
OP1735,1,RNA0-410[c]
OP1736,1,RNA0-411[c]
OP1737,1,RNA0-412[c]
OP1738,1,RNA0-413[c]
OP1739,1,G0-17086_RNA[c]
OP1740,1,G0-17087_RNA[c]
OP1741,1,G0-17088_RNA[c]
OP1742,1,RNA0-417[c]
OP1743,1,G0-17090_RNA[c]
OP1744,1,G0-17091_RNA[c]
OP1745,1,G0-17092_RNA[c]
OP1746,1,G0-17093_RNA[c]
OP1747,1,G0-17094_RNA[c]
OP1748,1,G0-17095_RNA[c]
OP1749,1,G0-17096_RNA[c]
OP1750,1,G0-17097_RNA[c]
OP1751,1,G0-17098_RNA[c]
OP1752,1,G0-17099_RNA[c]
OP1753,1,TU0-52570[c]
OP1754,1,G0-17101_RNA[c]
OP1755,1,G0-17102_RNA[c]
OP1756,1,G0-17103_RNA[c]
OP1757,1,G0-17105_RNA[c]
OP1758,1,G0-17106_RNA[c]
OP1759,1,G0-17107_RNA[c]
OP1760,1,G0-17108_RNA[c]
OP1761,1,G0-17109_RNA[c]
OP1762,1,TU0-198719[c]
OP1763,1,RNA0-430[c]
OP1764,1,G0-17114_RNA[c]
OP1765,1,RNA0-432[c]
OP1766,1,RNA0-434[c]
OP1767,1,TU0-198686[c]
OP1768,1,TU0-198687[c]
OP1769,1,RNA0-437[c]
OP1770,1,RNA0-438[c]
OP1771,1,TU0-198717[c]
OP1772,1,TU0-198692[c]
OP1773,1,TU0-198695[c]
OP1774,1,RNA0-441[c]
OP1775,2,TU0-14145[c];TU0-14682[c]
OP1776,1,TU0-4761[c]
OP1777,1,TU0-8514[c]
OP1778,1,TU0-14333[c]
OP1779,1,TU0-13370[c]
OP1780,1,TU0-8508[c]
OP1781,1,TU0-8515[c]
OP1782,1,TU0-6184[c]
OP1783,1,TU0-8763[c]
OP1784,1,TU0-8516[c]
OP1785,1,TU0-8517[c]
OP1786,1,TU0-3401[c]
OP1787,1,TU0-8518[c]
OP1788,1,TU0-4822[c]
OP1789,1,TU0-8519[c]
OP1790,1,TU0-13367[c]
OP1791,1,TU0-13506[c]
OP1792,1,RYFA-RNA[c]
OP1793,1,TU0-13070[c]
OP1794,1,G0-8881_RNA[c]
OP1795,1,TU0-8762[c]
OP1796,1,TU0-13431[c]
OP1797,1,TU0-13502[c]
OP1798,1,TU0-13503[c]
OP1799,1,TU0-14717[c]
OP1800,1,TU0-14241[c]
OP1801,1,TU0-14237[c]
OP1802,1,TU0-14244[c]
OP1803,1,TU0-13307[c]
OP1804,1,G0-8895_RNA[c]
OP1805,1,TU0-45287[c]
OP1806,1,TU0-8839[c]
OP1807,1,G0-8900_RNA[c]
OP1808,1,TU0-8824[c]
OP1809,1,TU0-14334[c]
OP1810,1,TU0-13666[c]
OP1811,1,TU0-13845[c]
OP1812,1,TU0-5761[c]
OP1813,1,TU0-8846[c]
OP1814,1,TU0-13973[c]
OP1815,1,TU0-14425[c]
OP1816,1,TU0-8522[c]
OP1817,1,RNA0-124[c]
OP1818,1,G0-9385_RNA[c]
OP1819,1,TU0-14101[c]
OP1820,1,TU0-14130[c]
OP1821,1,TU0-13351[c]
OP1822,1,TU0-12795[c]
OP1823,1,TU0-8266[c]
OP1824,1,TU0-8843[c]
OP1825,1,TU0-8496[c]
OP1826,1,TU0-8844[c]
OP1827,1,TU0-8497[c]
OP1828,1,TU0-8845[c]
OP1829,1,TU0-8498[c]
OP1830,1,TU0-13181[c]
OP1831,1,TU0-13255[c]
OP1832,1,TU0-13257[c]
OP1833,1,TU0-8810[c]
OP1834,1,TU0-13607[c]
OP1835,2,TU0-13110[c];TU0-44201[c]
OP1836,1,RNA0-241[c]
OP1837,1,TU0-6241[c]
OP1838,1,TU0-8263[c]
OP1839,1,TU0-12924[c]
OP1840,2,TU0-1544[c];TU00272[c]
OP1841,1,TU00273[c]
OP1842,1,TU0-13853[c]
OP1843,1,TU-8405[c]
OP1844,1,TU0-12834[c]
OP1845,1,TU-8439[c]
OP1846,1,TU0-12942[c]
OP1847,1,TU0-8353[c]
OP1848,1,TU0-12787[c]
OP1849,1,TU0-12792[c]
OP1850,1,TU0-12793[c]
OP1851,1,G6087_RNA[c]
OP1852,1,TU141[c]
OP1853,1,TU0-1161[c]
OP1854,1,TU0-12832[c]
OP1855,1,TU0-12833[c]
OP1856,1,TU0-12842[c]
OP1857,1,TU0-8543[c]
OP1858,1,TU0-12844[c]
OP1859,1,TU0-8545[c]
OP1860,1,TU0-8840[c]
OP1861,1,TU0-8793[c]
OP1862,1,TU0-12846[c]
OP1863,1,TU0-12847[c]
OP1864,1,TU0-12848[c]
OP1865,1,TU0-12849[c]
OP1866,1,TU0-12850[c]
OP1867,1,TU0-12851[c]
OP1868,2,TU0-12853[c];TU0-12854[c]
OP1869,2,TU0-12860[c];TU0-14610[c]
OP1870,1,TU0-12861[c]
OP1871,1,TU0-12862[c]
OP1872,1,TU0-12863[c]
OP1873,1,TU0-8831[c]
OP1874,1,TU0-12864[c]
OP1875,1,TU0-12867[c]
OP1876,1,TU0-12868[c]
OP1877,1,TU0-8546[c]
OP1878,1,TU0-12871[c]
OP1879,1,TU0-12872[c]
OP1880,1,TU0-12873[c]
OP1881,1,TU0-12874[c]
OP1882,1,TU0-12875[c]
OP1883,1,TU0-12876[c]
OP1884,1,TU0-8547[c]
OP1885,1,TU0-12877[c]
OP1886,1,TU0-12878[c]
OP1887,1,TU0-12879[c]
OP1888,1,TU0-12880[c]
OP1889,1,TU0-8631[c]
OP1890,2,TU0-12884[c];TU0-12885[c]
OP1891,1,TU0-12886[c]
OP1892,1,TU0-12887[c]
OP1893,1,TU0-12888[c]
OP1894,1,TU0-12890[c]
OP1895,1,TU0-12891[c]
OP1896,2,TU0-12892[c];TU0-14781[c]
OP1897,1,TU0-12894[c]
OP1898,1,TU0-12895[c]
OP1899,1,TU0-12896[c]
OP1900,1,TU0-12897[c]
OP1901,1,TU0-8548[c]
OP1902,1,TU0-8549[c]
OP1903,1,TU0-7221[c]
OP1904,1,TU0-3602[c]
OP1905,1,TU0-2402[c]
OP1906,1,TU0-12900[c]
OP1907,1,TU0-12901[c]
OP1908,1,TU0-12903[c]
OP1909,1,TU0-12906[c]
OP1910,1,TU0-4401[c]
OP1911,1,TU0-12912[c]
OP1912,1,TU0-8551[c]
OP1913,1,TU0-8554[c]
OP1914,1,TU0-12914[c]
OP1915,1,TU0-8529[c]
OP1916,1,TU0-8555[c]
OP1917,1,TU0-12925[c]
OP1918,1,TU0-6621[c]
OP1919,1,TU0-12931[c]
OP1920,1,TU0-12932[c]
OP1921,1,TU0-12933[c]
OP1922,1,TU0-12935[c]
OP1923,1,TU0-12936[c]
OP1924,1,TU0-8552[c]
OP1925,1,TU0-8553[c]
OP1926,1,TU0-12940[c]
OP1927,1,TU0-12941[c]
OP1928,1,TU0-12944[c]
OP1929,1,TU0-12953[c]
OP1930,1,TU0-8523[c]
OP1931,1,TU0-8524[c]
OP1932,1,TU0-3122[c]
OP1933,1,TU0-3123[c]
OP1934,1,TU0-12955[c]
OP1935,1,TU0-12956[c]
OP1936,1,TU0-12957[c]
OP1937,1,TU0-8356[c]
OP1938,1,TU0-12961[c]
OP1939,1,TU0-7602[c]
OP1940,1,TU0-7601[c]
OP1941,1,TU0-8873[c]
OP1942,1,TU0-7622[c]
OP1943,3,TU0-12966[c];TU0-12967[c];TU0-198696[c]
OP1944,1,TU0-12973[c]
OP1945,1,TU0-12974[c]
OP1946,1,TU0-12976[c]
OP1947,1,TU0-14363[c]
OP1948,1,TU-8422[c]
OP1949,1,TU0-7783[c]
OP1950,1,TU0-12979[c]
OP1951,1,TU0-12980[c]
OP1952,1,TU0-12982[c]
OP1953,1,TU0-12983[c]
OP1954,1,TU0-1822[c]
OP1955,1,TU0-12985[c]
OP1956,1,TU0-12987[c]
OP1957,1,TU0-12988[c]
OP1958,1,TU0-12989[c]
OP1959,1,TU0-12990[c]
OP1960,1,TU0-8559[c]
OP1961,4,TU0-12992[c];TU0-12993[c];TU0-12994[c];TU0-194010[c]
OP1962,1,TU0-12995[c]
OP1963,1,TU0-8536[c]
OP1964,1,TU0-14246[c]
OP1965,1,TU0-12996[c]
OP1966,1,TU0-12998[c]
OP1967,1,TU0-12999[c]
OP1968,1,TU0-13000[c]
OP1969,1,TU0-1603[c]
OP1970,1,TU0-8561[c]
OP1971,1,TU0-13011[c]
OP1972,1,TU0-8562[c]
OP1973,1,TU0-13012[c]
OP1974,1,TU0-13013[c]
OP1975,1,TU0-13014[c]
OP1976,1,G6359_RNA[c]
OP1977,1,TU0-13015[c]
OP1978,1,TU0-13018[c]
OP1979,1,TU0-8533[c]
OP1980,1,G6370_RNA[c]
OP1981,1,TU0-13022[c]
OP1982,1,TU0-13024[c]
OP1983,1,TU0-8563[c]
OP1984,2,TU0-44220[c];TU0-8454[c]
OP1985,1,TU0-13031[c]
OP1986,1,TU0-13034[c]
OP1987,1,TU0-13035[c]
OP1988,1,TU0-13036[c]
OP1989,1,TU0-13038[c]
OP1990,1,TU0-13039[c]
OP1991,1,TU0-13041[c]
OP1992,1,TU0-8101[c]
OP1993,1,TU0-8565[c]
OP1994,1,TU0-13042[c]
OP1995,1,TU0-13043[c]
OP1996,1,TU0-13044[c]
OP1997,1,TU0-6363[c]
OP1998,1,TU0-13047[c]
OP1999,1,TU0-13048[c]
OP2000,1,TU0-13049[c]
OP2001,1,TU0-8566[c]
OP2002,1,TU0-13054[c]
OP2003,1,TU0-2521[c]
OP2004,1,TU0-13056[c]
OP2005,1,TU0-8568[c]
OP2006,1,TU0-13057[c]
OP2007,1,TU0-8569[c]
OP2008,1,TU0-13059[c]
OP2009,1,TU0-8334[c]
OP2010,1,TU0-8503[c]
OP2011,1,TU0-13060[c]
OP2012,1,TU0-13061[c]
OP2013,1,TU0-13062[c]
OP2014,1,TU0-8800[c]
OP2015,1,TU0-13064[c]
OP2016,1,TU0-8632[c]
OP2017,1,TU0-13065[c]
OP2018,1,TU0-13066[c]
OP2019,1,TU0-8633[c]
OP2020,1,TU0-7822[c]
OP2021,1,TU0-14699[c]
OP2022,1,G6441_RNA[c]
OP2023,1,TU0-13069[c]
OP2024,1,TU0-8671[c]
OP2025,1,TU0-13071[c]
OP2026,1,TU0-8672[c]
OP2027,1,TU0-13072[c]
OP2028,1,TU0-8201[c]
OP2029,1,TU0-13073[c]
OP2030,1,TU0-13074[c]
OP2031,1,TU0-13076[c]
OP2032,1,TU0-8670[c]
OP2033,1,G6460_RNA[c]
OP2034,2,TU0-14298[c];TU0-8349[c]
OP2035,1,TU0-14357[c]
OP2036,1,TU0-14447[c]
OP2037,1,TU0-13082[c]
OP2038,1,TU0-8674[c]
OP2039,1,TU0-13084[c]
OP2040,1,TU0-13085[c]
OP2041,1,TU0-13086[c]
OP2042,1,TU0-13089[c]
OP2043,1,TU0-13091[c]
OP2044,1,TU0-13094[c]
OP2045,1,TU0-13096[c]
OP2046,1,TU0-8678[c]
OP2047,1,TU0-2001[c]
OP2048,2,TU0-14325[c];TU0-45186[c]
OP2049,1,TU0-13098[c]
OP2050,1,TU0-8679[c]
OP2051,1,TU0-13099[c]
OP2052,1,TU0-13100[c]
OP2053,1,TU0-13101[c]
OP2054,1,TU0-8680[c]
OP2055,1,TU0-13102[c]
OP2056,1,TU0-13103[c]
OP2057,1,TU0-8681[c]
OP2058,1,TU0-13107[c]
OP2059,1,TU0-13108[c]
OP2060,1,TU0-8780[c]
OP2061,1,TU0-6983[c]
OP2062,1,TU0-13111[c]
OP2063,1,TU0-13112[c]
OP2064,1,TU0-8530[c]
OP2065,1,TU0-3645[c]
OP2066,1,TU0-8471[c]
OP2067,1,TU0-8682[c]
OP2068,1,TU0-13118[c]
OP2069,1,TU0-13119[c]
OP2070,1,TU0-13120[c]
OP2071,1,TU0-13121[c]
OP2072,1,TU0-14429[c]
OP2073,6,TU0-13122[c];TU0-13123[c];TU0-14619[c];TU0-42664[c];TU0-42666[c];TU0-42668[c]
OP2074,1,TU0-8826[c]
OP2075,1,TU0-13127[c]
OP2076,1,TU0-14621[c]
OP2077,1,TU0-13128[c]
OP2078,1,TU0-13131[c]
OP2079,1,TU0-14350[c]
OP2080,1,TU0-13132[c]
OP2081,1,TU0-13133[c]
OP2082,1,TU0-8684[c]
OP2083,1,TU0-41673[c]
OP2084,1,TU0-13138[c]
OP2085,1,TU0-13140[c]
OP2086,1,TU0-13141[c]
OP2087,1,TU0-13142[c]
OP2088,1,TU0-13143[c]
OP2089,1,TU0-13145[c]
OP2090,1,TU0-13147[c]
OP2091,1,TU0-8635[c]
OP2092,1,TU0-13149[c]
OP2093,1,TU0-13150[c]
OP2094,1,TU0-13156[c]
OP2095,1,TU0-13157[c]
OP2096,1,TU0-13158[c]
OP2097,1,TU0-42501[c]
OP2098,5,TU0-13160[c];TU0-13161[c];TU0-13162[c];TU0-14762[c];TU0-42593[c]
OP2099,1,TU0-13163[c]
OP2100,1,TU0-13167[c]
OP2101,1,TU0-8687[c]
OP2102,1,TU0-8688[c]
OP2103,1,TU0-13169[c]
OP2104,1,TU0-13170[c]
OP2105,1,TU0-13171[c]
OP2106,1,TU581[c]
OP2107,1,TU0-13174[c]
OP2108,1,TU0-13175[c]
OP2109,1,TU0-8791[c]
OP2110,1,TU0-1548[c]
OP2111,1,TU0-13176[c]
OP2112,1,TU0-13177[c]
OP2113,1,TU0-7962[c]
OP2114,1,TU0-13178[c]
OP2115,1,TU0-13180[c]
OP2116,1,TU0-13194[c]
OP2117,1,TU0-4021[c]
OP2118,1,TU0-13203[c]
OP2119,1,TU0-13205[c]
OP2120,1,TU0-13207[c]
OP2121,2,TU0-13212[c];TU0-13213[c]
OP2122,1,TU0-8695[c]
OP2123,1,TU544[c]
OP2124,1,TU0-8693[c]
OP2125,1,TU0-13217[c]
OP2126,1,TU0-13218[c]
OP2127,1,TU0-8636[c]
OP2128,1,TU0-13219[c]
OP2129,1,TU0-13220[c]
OP2130,1,TU0-8760[c]
OP2131,1,TU0-8696[c]
OP2132,1,TU0-8697[c]
OP2133,1,TU0-13223[c]
OP2134,1,TU0-13225[c]
OP2135,1,TU0-13230[c]
OP2136,1,TU0-13231[c]
OP2137,1,TU0-13234[c]
OP2138,1,TU0-13235[c]
OP2139,1,TU0-8834[c]
OP2140,1,TU0-13236[c]
OP2141,1,TU0-13237[c]
OP2142,1,TU0-13238[c]
OP2143,1,TU0-13239[c]
OP2144,3,TU0-13240[c];TU0-41760[c];TU0-8699[c]
OP2145,1,TU0-13241[c]
OP2146,1,TU0-13242[c]
OP2147,1,TU0-42547[c]
OP2148,1,TU4[c]
OP2149,2,TU0-44205[c];TU5[c]
OP2150,1,TU7[c]
OP2151,1,TU0-13246[c]
OP2152,1,TU0-13250[c]
OP2153,1,TU0-42461[c]
OP2154,1,TU0-13251[c]
OP2155,1,TU0-13256[c]
OP2156,1,TU0-8700[c]
OP2157,1,TU0-13258[c]
OP2158,1,TU0-8701[c]
OP2159,1,TU0-13261[c]
OP2160,1,TU0-14243[c]
OP2161,1,TU0-8702[c]
OP2162,1,TU0-13264[c]
OP2163,1,TU0-13265[c]
OP2164,1,TU0-14242[c]
OP2165,1,TU0-13267[c]
OP2166,2,TU0-13268[c];TU0-198872[c]
OP2167,1,TU0-13269[c]
OP2168,1,TU0-13270[c]
OP2169,1,TU0-13271[c]
OP2170,1,TU0-13272[c]
OP2171,1,TU0-13273[c]
OP2172,1,TU0-8637[c]
OP2173,1,TU0-8638[c]
OP2174,1,TU0-8147[c]
OP2175,1,TU0-13274[c]
OP2176,1,TU0-13275[c]
OP2177,1,TU0-8703[c]
OP2178,1,TU0-8818[c]
OP2179,1,TU0-13283[c]
OP2180,1,TU0-13285[c]
OP2181,1,TU0-13286[c]
OP2182,1,TU0-3623[c]
OP2183,1,TU0-8478[c]
OP2184,1,TU0-13288[c]
OP2185,3,TU0-13291[c];TU0-13292[c];TU0-41795[c]
OP2186,2,TU0-14545[c];TU0-7743[c]
OP2187,1,TU0-7741[c]
OP2188,1,TU0-13293[c]
OP2189,1,TU0-13294[c]
OP2190,2,TU0-13298[c];TU0-13299[c]
OP2191,2,TU0-13300[c];TU0-7861[c]
OP2192,1,TU0-13301[c]
OP2193,1,TU0-13302[c]
OP2194,3,TU0-13303[c];TU0-13304[c];TU0-198700[c]
OP2195,1,TU0-13305[c]
OP2196,1,TU0-13306[c]
OP2197,1,TU0-13311[c]
OP2198,1,TU0-13312[c]
OP2199,1,TU0-13313[c]
OP2200,1,TU0-13314[c]
OP2201,1,TU0-13316[c]
OP2202,1,TU0-13319[c]
OP2203,1,TU0-13320[c]
OP2204,1,TU0-42493[c]
OP2205,1,TU0-13322[c]
OP2206,1,TU0-13326[c]
OP2207,1,TU0-1501[c]
OP2208,1,TU0-13333[c]
OP2209,1,TU0-13334[c]
OP2210,1,TU0-13335[c]
OP2211,1,TU0-8639[c]
OP2212,1,TU0-13336[c]
OP2213,1,TU0-45246[c]
OP2214,1,TU0-13337[c]
OP2215,3,TU0-13338[c];TU0-45193[c];TU789[c]
OP2216,1,TU0-13340[c]
OP2217,1,TU0-13341[c]
OP2218,1,TU0-1701[c]
OP2219,1,TU0-13342[c]
OP2220,1,TU0-8532[c]
OP2221,1,TU0-13344[c]
OP2222,1,TU0-13345[c]
OP2223,1,TU0-8707[c]
OP2224,1,TU0-13348[c]
OP2225,1,TU0-5082[c]
OP2226,1,TU0-8708[c]
OP2227,1,TU0-13352[c]
OP2228,1,TU0-8473[c]
OP2229,1,TU0-13353[c]
OP2230,1,TU0-13355[c]
OP2231,1,TU0-7802[c]
OP2232,1,TU0-8511[c]
OP2233,1,TU-8428[c]
OP2234,1,TU0-13356[c]
OP2235,1,TU0-13357[c]
OP2236,1,TU0-13358[c]
OP2237,5,TU0-14351[c];TU0-14352[c];TU0-14687[c];TU0-42534[c];TU0-8182[c]
OP2238,1,TU0-13359[c]
OP2239,1,TU0-8332[c]
OP2240,1,TU0-8709[c]
OP2241,1,TU0-13361[c]
OP2242,1,TU0-13362[c]
OP2243,3,TU0-13363[c];TU0-13364[c];TU0-14675[c]
OP2244,1,TU0-13365[c]
OP2245,1,TU0-13366[c]
OP2246,1,TU0-13368[c]
OP2247,1,TU0-13369[c]
OP2248,1,TU0-13371[c]
OP2249,1,TU0-13372[c]
OP2250,1,TU0-8710[c]
OP2251,1,TU0-8482[c]
OP2252,1,TU0-13377[c]
OP2253,1,TU0-41842[c]
OP2254,1,TU0-13381[c]
OP2255,1,TU0-13382[c]
OP2256,1,TU0-8640[c]
OP2257,1,TU0-13383[c]
OP2258,1,TU0-8261[c]
OP2259,1,TU0-13384[c]
OP2260,1,TU0-13385[c]
OP2261,1,TU781[c]
OP2262,1,TU0-8267[c]
OP2263,1,TU0-7361[c]
OP2264,1,TU-8381[c]
OP2265,1,TU0-1002[c]
OP2266,1,TU0-13388[c]
OP2267,1,TU0-13389[c]
OP2268,1,TU0-8641[c]
OP2269,1,TU0-8814[c]
OP2270,1,TU0-14800[c]
OP2271,1,TU0-13390[c]
OP2272,1,TU0-13393[c]
OP2273,1,TU0-13394[c]
OP2274,1,TU0-13395[c]
OP2275,1,TU0-13399[c]
OP2276,1,TU0-13400[c]
OP2277,1,TU0-14632[c]
OP2278,1,TU0-13401[c]
OP2279,1,TU0-13402[c]
OP2280,1,TU0-13403[c]
OP2281,1,TU0-8646[c]
OP2282,1,TU0-8712[c]
OP2283,1,TU0-8713[c]
OP2284,1,TU0-13404[c]
OP2285,1,TU0-13405[c]
OP2286,1,TU0-8644[c]
OP2287,1,TU0-8714[c]
OP2288,1,TU0-13406[c]
OP2289,1,TU0-13407[c]
OP2290,1,TU0-42526[c]
