Gene,RNA ID,Monomer ID,Process,Essentiality
proS,EG10770_RNA,PROS-MONOMER,Metabolism,1
proV,EG10771_RNA,PROV-MONOMER,Metabolism,0
proW,EG10772_RNA,PROW-MONOMER,Metabolism,0
proX,EG10773_RNA,PROX-MONOMER,Metabolism,0
prpB,G6196_RNA,G6196-MONOMER,Metabolism,0
prpC,G6198_RNA,G6198-MONOMER,Metabolism,0
prpD,G6199_RNA,G6199-MONOMER,Metabolism,0
prpE,G6200_RNA,G6200-MONOMER,Metabolism,0
prs,EG10774_RNA,PRPPSYN-MONOMER,Metabolism,0
pssA,EG10781_RNA,PHOSPHASERSYN-MONOMER,Metabolism,0
pstA,EG10782_RNA,PSTA-MONOMER,Metabolism,0
pstB,EG10783_RNA,PSTB-MONOMER,Metabolism,0
pstC,EG10784_RNA,PSTC-MONOMER,Metabolism,0
pstS,EG10734_RNA,PSTS-MONOMER,Metabolism,0
psuG,EG12033_RNA,EG12033-MONOMER,Metabolism,0
pta,EG20173_RNA,PHOSACETYLTRANS-MONOMER,Metabolism,0
ptsG,EG10787_RNA,PTSG-MONOMER,Metabolism,0
purA,EG10790_RNA,ADENYLOSUCCINATE-SYN-MONOMER,Metabolism,1
purB,EG11314_RNA,ASL-MONOMER,Metabolism,1
purC,EG10791_RNA,SAICARSYN-MONOMER,Metabolism,1
purD,EG10792_RNA,GLYCRIBONUCSYN-MONOMER,Metabolism,1
purE,EG10793_RNA,PURE-MONOMER,Metabolism,1
purF,EG10794_RNA,PRPPAMIDOTRANS-MONOMER,Metabolism,1
purH,EG10795_RNA,AICARTRANSIMPCYCLO-CPLX,Metabolism,1
purK,EG10796_RNA,PURK-MONOMER,Metabolism,1
purL,EG10797_RNA,FGAMSYN-MONOMER,Metabolism,1
purM,EG10798_RNA,AIRS-MONOMER,Metabolism,1
purN,EG10799_RNA,GART-MONOMER,Metabolism,0
purT,EG11809_RNA,GARTRANSFORMYL2-MONOMER,Metabolism,0
purU,EG11819_RNA,FORMYLTHFDEFORMYL-MONOMER,Metabolism,0
putA,EG10801_RNA,PUTA-MONOMER,"Metabolism, Transcription Regulation",0
putP,EG10802_RNA,PUTP-MONOMER,Metabolism,0
puuA,G6644_RNA,G6644-MONOMER,Metabolism,0
puuB,EG11822_RNA,EG11822-MONOMER,Metabolism,0
puuC,EG10036_RNA,ALDHDEHYDROG-MONOMER,Metabolism,0
puuD,G6645_RNA,G6645-MONOMER,Metabolism,0
puuE,G6646_RNA,G6646-MONOMER,Metabolism,0
puuP,G6643_RNA,B1296-MONOMER,Metabolism,0
pykA,EG10803_RNA,PKII-MONOMER,Metabolism,0
pykF,EG10804_RNA,PKI-MONOMER,Metabolism,0
pyrB,EG10805_RNA,ASPCARBCAT-MONOMER,Metabolism,1
pyrC,EG10806_RNA,DIHYDROOROT-MONOMER,Metabolism,1
pyrD,EG10807_RNA,DIHYDROOROTOX-MONOMER,Metabolism,1
pyrE,EG10808_RNA,OROPRIBTRANS-MONOMER,Metabolism,1
pyrF,EG10809_RNA,OROTPDECARB-MONOMER,Metabolism,1
pyrG,EG10810_RNA,CTPSYN-MONOMER,Metabolism,1
pyrH,EG11539_RNA,UMPKI-MONOMER,Metabolism,1
pyrI,EG10811_RNA,ASPCARBREG-MONOMER,Metabolism,1
qor,EG11492_RNA,QOR-MONOMER,Metabolism,0
rbn,G7175_RNA,G7175-MONOMER,RNA Decay,0
rbsD,EG10817_RNA,EG10817-MONOMER,Metabolism,0
rbsK,EG10818_RNA,RIBOKIN-MONOMER,Metabolism,0
rcnA,G7138_RNA,G7138-MONOMER,Metabolism,0
rcsB,EG10821_RNA,RCSB-MONOMER,Transcription Regulation,0
rdgB,G7530_RNA,G7530-MONOMER,Metabolism,0
rdoA,EG11831_RNA,EG11831-MONOMER,Metabolism,0
relA,EG10835_RNA,RELA-MONOMER,Metabolism,0
rfaD,EG10838_RNA,EG10838-MONOMER,Metabolism,0
rfaE,G7590_RNA,G7590-MONOMER,Metabolism,0
rfbA,EG11978_RNA,DTDPGLUCOSEPP-MONOMER,Metabolism,0
rfbB,EG12412_RNA,DTDPGLUCDEHYDRAT-MONOMER,Metabolism,0
rfbC,EG11979_RNA,DTDPDEHYDRHAMEPIM-MONOMER,Metabolism,0
rfbD,EG12411_RNA,DTDPDEHYRHAMREDUCT-MONOMER,Metabolism,0
rffA,EG11456_RNA,RFFTRANS-MONOMER,Metabolism,0
rffE,EG11451_RNA,UDPGLCNACEPIM-MONOMER,Metabolism,0
rffG,EG11453_RNA,DTDPGLUCDEHYDRAT2-MONOMER,Metabolism,0
rffH,EG11454_RNA,DTDPGLUCOSEPP2-MONOMER,Metabolism,0
rhaA,EG11867_RNA,RHAMNISOM-MONOMER,Metabolism,0
rhaB,EG11868_RNA,RHAMNULOKIN-MONOMER,Metabolism,0
rhaD,EG11866_RNA,RHAMNULPALDOL-MONOMER,Metabolism,0
rhaM,EG11865_RNA,EG11865-MONOMER,Metabolism,0
rhaT,EG11313_RNA,RHAT-MONOMER,Metabolism,0
rhlB,EG10844_RNA,EG10844-MONOMER,Metabolism,0
rhtA,EG12134_RNA,EG12134-MONOMER,Metabolism,0
rhtC,EG11468_RNA,RHTC-MONOMER,Metabolism,0
ribA,EG11331_RNA,GTP-CYCLOHYDRO-II-MONOMER,Metabolism,0
ribB,EG10465_RNA,DIOHBUTANONEPSYN-MONOMER,Metabolism,0
ribC,EG11406_RNA,RIBOFLAVIN-SYN-MONOMER,Metabolism,0
ribD,EG11321_RNA,RIBOFLAVINSYNDEAM-MONOMER,Metabolism,0
ribE,EG11322_RNA,LUMAZINESYN-MONOMER,Metabolism,0
ribF,EG11079_RNA,RIBF-MONOMER,Metabolism,0
rihA,G6358_RNA,G6358-MONOMER,Metabolism,0
rihB,EG12030_RNA,EG12030-MONOMER,Metabolism,0
rihC,EG11082_RNA,EG11082-MONOMER,Metabolism,0
rna,EG10856_RNA,EG10856-MONOMER,RNA Decay,0
rnb,EG11620_RNA,EG11620-MONOMER,RNA Decay,0
rnc,EG10857_RNA,EG10857-MONOMER,RNA Decay,0
rnd,EG10858_RNA,EG10858-MONOMER,RNA Decay,0
rne,EG10859_RNA,EG10859-MONOMER,"Metabolism, RNA Decay",0
rng,EG11299_RNA,EG11299-MONOMER,RNA Decay,0
rnhA,EG10860_RNA,EG10860-MONOMER,RNA Decay,0
rnhB,EG10861_RNA,EG10861-MONOMER,RNA Decay,0
rnlA,G7365_RNA,G7365-MONOMER,RNA Decay,0
rnpA,EG10862_RNA,EG10862-MONOMER,RNA Decay,0
rnr,EG11259_RNA,EG11259-MONOMER,RNA Decay,0
rnt,EG11547_RNA,EG11547-MONOMER,RNA Decay,0
rpe,M004_RNA,RIBULP3EPIM-MONOMER,Metabolism,0
rph,EG10863_RNA,EG10863-MONOMER,RNA Decay,0
rpiA,EG11443_RNA,RIB5PISOMA-MONOMER,Metabolism,0
rpiB,EG11827_RNA,RIB5PISOMB-MONOMER,Metabolism,0
rplA,EG10864_RNA,EG10864-MONOMER,Translation,1
rplB,EG10865_RNA,EG10865-MONOMER,Translation,1
rplC,EG10866_RNA,EG10866-MONOMER,Translation,1
rplD,EG10867_RNA,EG10867-MONOMER,Translation,1
rplE,EG10868_RNA,EG10868-MONOMER,Translation,1
rplF,EG10869_RNA,EG10869-MONOMER,Translation,1
rplI,EG10870_RNA,EG10870-MONOMER,Translation,1
rplJ,EG10871_RNA,EG10871-MONOMER,Translation,1
rplK,EG10872_RNA,EG10872-MONOMER,Translation,1
rplL,EG10873_RNA,EG10873-MONOMER,Translation,1
rplM,EG10874_RNA,EG10874-MONOMER,Translation,1
rplN,EG10875_RNA,EG10875-MONOMER,Translation,1
rplO,EG10876_RNA,EG10876-MONOMER,Translation,1
rplP,EG10877_RNA,EG10877-MONOMER,Translation,1
rplQ,EG10878_RNA,EG10878-MONOMER,Translation,1
rplR,EG10879_RNA,EG10879-MONOMER,Translation,1
rplS,EG10880_RNA,EG10880-MONOMER,Translation,1
rplT,EG10881_RNA,EG10881-MONOMER,Translation,1
rplU,EG50001_RNA,EG50001-MONOMER,Translation,1
rplV,EG10882_RNA,EG10882-MONOMER,Translation,1
rplW,EG10883_RNA,EG10883-MONOMER,Translation,1
rplX,EG10884_RNA,EG10884-MONOMER,Translation,1
rplY,EG10885_RNA,EG10885-MONOMER,Translation,1
rpmA,EG50002_RNA,EG50002-MONOMER,Translation,1
rpmB,EG10886_RNA,EG10886-MONOMER,Translation,1
rpmC,EG10887_RNA,EG10887-MONOMER,Translation,1
rpmD,EG10888_RNA,EG10888-MONOMER,Translation,1
rpmE,EG10889_RNA,EG10889-MONOMER,Translation,1
rpmF,EG10890_RNA,EG10890-MONOMER,Translation,1
rpmG,EG10891_RNA,EG10891-MONOMER,Translation,1
rpmH,EG10892_RNA,EG10892-MONOMER,Translation,1
rpmI,EG11231_RNA,EG11231-MONOMER,Translation,1
rpmJ,EG11232_RNA,EG11232-MONOMER,Translation,1
rpoA,EG10893_RNA,EG10893-MONOMER,Transcription,1
rpoB,EG10894_RNA,RPOB-MONOMER,Transcription,1
rpoC,EG10895_RNA,RPOC-MONOMER,Transcription,1
rpsA,EG10900_RNA,EG10900-MONOMER,Translation,1
rpsB,EG10901_RNA,EG10901-MONOMER,Translation,1
rpsC,EG10902_RNA,EG10902-MONOMER,Translation,1
rpsD,EG10903_RNA,EG10903-MONOMER,Translation,1
rpsE,EG10904_RNA,EG10904-MONOMER,Translation,1
rpsF,EG10905_RNA,EG10905-MONOMER,Translation,1
rpsG,EG10906_RNA,EG10906-MONOMER,Translation,1
rpsH,EG10907_RNA,EG10907-MONOMER,Translation,1
rpsI,EG10908_RNA,EG10908-MONOMER,Translation,1
rpsJ,EG10909_RNA,EG10909-MONOMER,Translation,1
rpsK,EG10910_RNA,EG10910-MONOMER,Translation,1
rpsL,EG10911_RNA,EG10911-MONOMER,Translation,1
rpsM,EG10912_RNA,EG10912-MONOMER,Translation,1
rpsN,EG10913_RNA,EG10913-MONOMER,Translation,1
rpsO,EG10914_RNA,EG10914-MONOMER,Translation,1
rpsP,EG10915_RNA,EG10915-MONOMER,Translation,1
rpsQ,EG10916_RNA,EG10916-MONOMER,Translation,1
rpsR,EG10917_RNA,EG10917-MONOMER,Translation,1
rpsS,EG10918_RNA,EG10918-MONOMER,Translation,1
rpsT,EG10919_RNA,EG10919-MONOMER,Translation,1
rpsU,EG10920_RNA,EG10920-MONOMER,Translation,1
rrrD,G6310_RNA,G6310-MONOMER,Metabolism,0
rsmI,G7641_RNA,G7641-MONOMER,Metabolism,0
rutG,G6517_RNA,B1006-MONOMER,Metabolism,0
sad,G6811_RNA,G6811-MONOMER,Metabolism,0
sbmA,EG10928_RNA,SBMA-MONOMER,Metabolism,0
sbp,EG10929_RNA,SBP-MONOMER,Metabolism,0
scpA,EG11444_RNA,METHYLMALONYL-COA-MUT-MONOMER,Metabolism,0
scpB,G7516_RNA,G7516-MONOMER,Metabolism,0
scpC,G7517_RNA,G7517-MONOMER,Metabolism,0
sdaA,EG10930_RNA,LSERINEDEAM1-MONOMER,Metabolism,0
sdaB,EG11623_RNA,LSERINEDEAM2-MONOMER,Metabolism,0
sdaC,EG12142_RNA,SDAC-MONOMER,Metabolism,0
sdhA,EG10931_RNA,SDH-FLAVO,Metabolism,0
sdhB,EG10932_RNA,SDH-FE-S,Metabolism,0
sdhC,EG10933_RNA,SDH-MEMB1,Metabolism,0
sdhD,EG10934_RNA,SDH-MEMB2,Metabolism,0
serA,EG10944_RNA,PGLYCDEHYDROG-MONOMER,Metabolism,0
serB,EG10945_RNA,PSERPHOSPHA-MONOMER,Metabolism,0
serC,EG10946_RNA,PSERTRANSAM-MONOMER,Metabolism,0
serS,EG10947_RNA,SERS-MONOMER,Metabolism,1
setA,EG11754_RNA,B0070-MONOMER,Metabolism,0
setB,EG12034_RNA,B2170-MONOMER,Metabolism,0
sgbE,EG12287_RNA,EG12287-MONOMER,Metabolism,0
sgbH,EG12285_RNA,EG12285-MONOMER,Metabolism,0
sgbU,EG12286_RNA,EG12286-MONOMER,Metabolism,0
slyD,EG11663_RNA,EG11663-MONOMER,Metabolism,0
sodC,G6886_RNA,G6886-MONOMER,Metabolism,0
speB,EG10960_RNA,AGMATIN-MONOMER,Metabolism,0
speC,EG10961_RNA,ORNDECARBOX-BIO-MONOMER,Metabolism,0
speE,EG10963_RNA,SPERMIDINESYN-MONOMER,Metabolism,0
speF,EG10964_RNA,ORNDECARBOXDEG-MONOMER,Metabolism,0
speG,G6842_RNA,SPERMACTRAN-MONOMER,Metabolism,0
spoT,EG10966_RNA,SPOT-MONOMER,Metabolism,0
spr,G7147_RNA,G7147-MONOMER,Metabolism,0
sra,EG11508_RNA,EG11508-MONOMER,Translation,1
srlD,EG10971_RNA,SORB6PDEHYDROG-MONOMER,Metabolism,0
sstT,EG12732_RNA,YGJU-MONOMER,Metabolism,0
ssuA,G6478_RNA,G6478-MONOMER,Metabolism,0
ssuB,EG12358_RNA,YCBE-MONOMER,Metabolism,0
ssuC,G6476_RNA,YCBM-MONOMER,Metabolism,0
ssuD,G6477_RNA,MONOMER-162,Metabolism,0
ssuE,G6479_RNA,MONOMER0-146,Metabolism,0
sthA,EG11428_RNA,UDHA-MONOMER,Metabolism,0
sucA,EG10979_RNA,E1O-MONOMER,Metabolism,0
sucB,EG10980_RNA,E2O-MONOMER,Metabolism,0
sucC,EG10981_RNA,SUCCCOASYN-BETA,Metabolism,0
sucD,EG10982_RNA,SUCCCOASYN-ALPHA,Metabolism,0
sufS,G6906_RNA,G6906-MONOMER,Metabolism,0
surA,EG10985_RNA,EG10985-MONOMER,Metabolism,0
surE,EG11817_RNA,EG11817-MONOMER,Metabolism,0
tadA,EG11372_RNA,EG11372-MONOMER,Metabolism,0
talA,EG11797_RNA,TRANSALDOLA-MONOMER,Metabolism,0
talB,EG11556_RNA,TRANSALDOLB-MONOMER,Metabolism,0
tcdA,G7456_RNA,G7456-MONOMER,Metabolism,0
tdcB,EG10990_RNA,THREDEHYDCAT-MONOMER,Metabolism,0
tdcC,EG10991_RNA,TDCC-MONOMER,Metabolism,0
tdcD,EG11172_RNA,PROPKIN-MONOMER,Metabolism,0
tdcG,G7624_RNA,LSERINEDEAM3-MONOMER,Metabolism,0
tdh,EG10993_RNA,THREODEHYD-MONOMER,Metabolism,0
tdk,EG10994_RNA,TDK-MONOMER,Metabolism,0
tesA,EG11542_RNA,THIOESTERI-MONOMER,Metabolism,0
thiC,EG11585_RNA,THIC-MONOMER,Metabolism,0
thiD,G7135_RNA,HMP-P-KIN-MONOMER,Metabolism,0
thiE,EG11586_RNA,THIE-MONOMER,Metabolism,0
thiF,EG11587_RNA,THIF-MONOMER,Metabolism,0
thiG,EG11589_RNA,THIG-MONOMER,Metabolism,0
thiH,EG11590_RNA,THIH-MONOMER,Metabolism,0
thiI,G6238_RNA,THII-MONOMER,Metabolism,0
thiL,G6234_RNA,THI-P-KIN-MONOMER,Metabolism,0
thrA,EG10998_RNA,ASPKINIHOMOSERDEHYDROGI-MONOMER,Metabolism,0
thrB,EG10999_RNA,HOMOSERKIN-MONOMER,Metabolism,1
thrC,EG11000_RNA,THRESYN-MONOMER,Metabolism,1
thrS,EG11001_RNA,THRS-MONOMER,Metabolism,1
thyA,EG11002_RNA,THYMIDYLATESYN-MONOMER,Metabolism,0
tig,EG11003_RNA,EG11003-MONOMER,Metabolism,0
tilS,G6096_RNA,G6096-MONOMER,Metabolism,0
tktA,EG11427_RNA,TRANSKETOI-MONOMER,Metabolism,0
tktB,EG12100_RNA,TRANSKETOII-MONOMER,Metabolism,0
tmk,EG12302_RNA,DTMPKI-MONOMER,Metabolism,0
tnaA,EG11005_RNA,TRYPTOPHAN-MONOMER,Metabolism,0
tnaB,EG11006_RNA,TNAB-MONOMER,Metabolism,0
tolB,EG11008_RNA,EG11008-MONOMER,Metabolism,0
tolC,EG11009_RNA,EG11009-MONOMER,Metabolism,0
tpiA,EG11015_RNA,TPI-MONOMER,Metabolism,0
tppB,G6877_RNA,B1634-MONOMER,Metabolism,0
tqsA,G6859_RNA,G6859-MONOMER,Metabolism,0
treC,EG11402_RNA,TRE6PHYDRO-MONOMER,Metabolism,0
treF,EG12245_RNA,TREHALACYTO-MONOMER,Metabolism,0
trkG,EG11020_RNA,TRKG-MONOMER,Metabolism,0
trkH,EG11021_RNA,TRKH-MONOMER,Metabolism,0
trmD,EG11023_RNA,EG11023-MONOMER,Metabolism,0
trpA,EG11024_RNA,TRYPSYN-APROTEIN,Metabolism,1
trpB,EG11025_RNA,TRYPSYN-BPROTEIN,Metabolism,0
trpC,EG11026_RNA,PRAI-IGPS,Metabolism,1
trpD,EG11027_RNA,ANTHRANSYNCOMPII-MONOMER,Metabolism,1
trpE,EG11028_RNA,ANTHRANSYNCOMPI-MONOMER,Metabolism,1
trpR,EG11029_RNA,PD00423,Transcription Regulation,0
trpS,EG11030_RNA,TRPS-MONOMER,Metabolism,1
truB,EG11177_RNA,EG11177-MONOMER,Metabolism,0
truC,G7449_RNA,G7449-MONOMER,Metabolism,0
truD,G7422_RNA,G7422-MONOMER,Metabolism,0
trxB,EG11032_RNA,THIOREDOXIN-REDUCT-NADPH-MONOMER,Metabolism,1
tsx,EG11035_RNA,EG11035-MONOMER,Metabolism,0
ttdA,EG11168_RNA,TTDA-MONOMER,Metabolism,0
ttdB,EG11169_RNA,TTDB-MONOMER,Metabolism,0
tyrA,EG11039_RNA,CHORISMUTPREPHENDEHYDROG-MONOMER,Metabolism,1
tyrB,EG11040_RNA,TYRB-MONOMER,Metabolism,0
tyrP,EG11041_RNA,TYRP-MONOMER,Metabolism,0
tyrR,EG11042_RNA,PD00413,Transcription Regulation,0
tyrS,EG11043_RNA,TYRS-MONOMER,Metabolism,1
uacT,G7507_RNA,YGFU-MONOMER,Metabolism,0
ubiA,EG11370_RNA,4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER,Metabolism,0
ubiC,EG11369_RNA,CHORPYRLY-MONOMER,Metabolism,0
ubiD,EG11396_RNA,EG11396-MONOMER,Metabolism,0
ubiE,EG11473_RNA,2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER,Metabolism,0
ubiF,G6365_RNA,OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON,Metabolism,0
ubiG,EG11143_RNA,DHHB-METHYLTRANSFER-MONOMER,Metabolism,0
ubiH,EG11324_RNA,OCTAPRENYL-METHOXYPHENOL-OH-MONOMER,Metabolism,0
udk,EG11701_RNA,UDK-MONOMER,Metabolism,0
udp,EG11045_RNA,URPHOS-MONOMER,Metabolism,0
ugd,G7091_RNA,UGD-MONOMER,Metabolism,0
ugpA,EG11046_RNA,UGPA-MONOMER,Metabolism,0
ugpB,EG11047_RNA,UGPB-MONOMER,Metabolism,0
ugpC,EG11048_RNA,UGPC-MONOMER,Metabolism,0
ugpE,EG11049_RNA,UGPE-MONOMER,Metabolism,0
ugpQ,EG11050_RNA,GLYCPDIESTER-CYTO-MONOMER,Metabolism,0
ulaD,G7858_RNA,G7858-MONOMER,Metabolism,0
ulaE,G7859_RNA,G7859-MONOMER,Metabolism,0
ulaF,G7860_RNA,G7860-MONOMER,Metabolism,0
upp,EG11332_RNA,URACIL-PRIBOSYLTRANS-MONOMER,Metabolism,0
uraA,EG12129_RNA,URAA-MONOMER,Metabolism,0
ushA,EG11060_RNA,USHA-MONOMER,Metabolism,0
uxaA,EG12734_RNA,ALTRODEHYDRAT-MONOMER,Metabolism,0
uxaB,EG11065_RNA,ALTRO-OXIDOREDUCT-MONOMER,Metabolism,0
uxaC,G81_RNA,UXAC-MONOMER,Metabolism,0
uxuA,EG11066_RNA,MANNONDEHYDRAT-MONOMER,Metabolism,0
uxuB,EG20248_RNA,MANNONOXIDOREDUCT-MONOMER,Metabolism,0
valS,EG11067_RNA,VALS-MONOMER,Metabolism,1
visC,EG11333_RNA,EG11333-MONOMER,Metabolism,0
waaA,EG10520_RNA,KDOTRANS-MONOMER,Metabolism,0
waaB,EG11351_RNA,EG11351-MONOMER,Metabolism,0
waaC,EG11189_RNA,EG11189-MONOMER,Metabolism,0
waaF,EG12210_RNA,EG12210-MONOMER,Metabolism,0
waaG,EG11339_RNA,EG11339-MONOMER,Metabolism,0
waaI,EG11352_RNA,EG11352-MONOMER,Metabolism,0
waaJ,EG11353_RNA,EG11353-MONOMER,Metabolism,0
waaP,EG11340_RNA,EG11340-MONOMER,Metabolism,0
waaQ,EG11341_RNA,EG11341-MONOMER,Metabolism,0
waaU,EG11423_RNA,EG11423-MONOMER,Metabolism,0
waaY,EG11425_RNA,EG11425-MONOMER,Metabolism,0
waaZ,EG11426_RNA,EG11426-MONOMER,Metabolism,0
wbbI,EG11983_RNA,EG11983-MONOMER,Metabolism,0
wcaJ,G7098_RNA,G7098-MONOMER,Metabolism,0
wrbA,EG11540_RNA,PD01343,Metabolism,0
wza,G7107_RNA,G7107-MONOMER,Metabolism,0
wzb,G7106_RNA,G7106-MONOMER,Metabolism,0
wzc,G7105_RNA,G7105-MONOMER,Metabolism,0
xanP,EG11194_RNA,YICE-MONOMER,Metabolism,0
xanQ,G7501_RNA,YGFO-MONOMER,Metabolism,1
xapA,G85_RNA,XANTHOSINEPHOSPHORY-MONOMER,Metabolism,0
xapB,EG13159_RNA,XAPB-MONOMER,Metabolism,0
xdhA,G7485_RNA,G7485-MONOMER,Metabolism,0
xdhB,G7486_RNA,G7486-MONOMER,Metabolism,0
xdhC,G7487_RNA,G7487-MONOMER,Metabolism,0
xylA,EG11074_RNA,XYLISOM-MONOMER,Metabolism,0
xylB,EG11075_RNA,XYLULOKIN-MONOMER,Metabolism,0
xylE,EG11076_RNA,XYLE-MONOMER,Metabolism,0
xylF,EG20252_RNA,XYLF-MONOMER,Metabolism,0
xylG,EG12275_RNA,XYLG-MONOMER,Metabolism,0
xylH,EG12276_RNA,XYLH-MONOMER,Metabolism,0
yaaH,EG11512_RNA,EG11512-MONOMER,Metabolism,0
yagE,G6140_RNA,G6140-MONOMER,Metabolism,0
yagF,G6141_RNA,G6141-MONOMER,Metabolism,0
yahK,G6190_RNA,G6190-MONOMER,Metabolism,0
ybaS,G6261_RNA,G6261-MONOMER,Metabolism,0
ybbO,G6269_RNA,G6269-MONOMER,Metabolism,0
ybcF,EG12384_RNA,EG12384-MONOMER,Metabolism,0
ybdL,G6329_RNA,G6329-MONOMER,Metabolism,0
ybgT,G0-10441_RNA,MONOMER0-2663,Metabolism,0
ybhA,EG11239_RNA,EG11239-MONOMER,Metabolism,0
ybiV,G6425_RNA,G6425-MONOMER,Metabolism,0
ybjE,G6458_RNA,G6458-MONOMER,Metabolism,0
ybjG,G6439_RNA,G6439-MONOMER,Metabolism,0
ybjI,G6442_RNA,G6442-MONOMER,Metabolism,0
ycaO,G6468_RNA,G6468-MONOMER,Metabolism,0
ycbL,G6475_RNA,G6475-MONOMER,Metabolism,0
yciA,EG11121_RNA,EG11121-MONOMER,Metabolism,0
ycjG,G6661_RNA,G6661-MONOMER,Metabolism,0
ycjU,G6655_RNA,G6655-MONOMER,Metabolism,0
ydbK,G6701_RNA,G6701-MONOMER,Metabolism,0
yddG,EG12713_RNA,EG12713-MONOMER,Metabolism,0
ydeA,EG11636_RNA,YDEA-MONOMER,Metabolism,0
ydfG,EG12345_RNA,EG12345-MONOMER,Metabolism,0
ydiB,EG11234_RNA,EG11234-MONOMER,Metabolism,0
ydiF,EG12432_RNA,EG12432-MONOMER,Metabolism,0
ydiO,G6918_RNA,G6918-MONOMER,Metabolism,0
ydjG,G6958_RNA,G6958-MONOMER,Metabolism,0
yeaE,G6967_RNA,G6967-MONOMER,Metabolism,0
yeaG,G6969_RNA,G6969-MONOMER,Metabolism,0
yecC,EG12347_RNA,EG12347-MONOMER,Metabolism,0
yecS,G7037_RNA,G7037-MONOMER,Metabolism,0
yegS,G7123_RNA,G7123-MONOMER,Metabolism,0
yeiG,EG12026_RNA,EG12026-MONOMER,Metabolism,0
yejA,EG12037_RNA,YEJA-MONOMER,Metabolism,0
yejB,EG12038_RNA,YEJB-MONOMER,Metabolism,0
yejE,EG12040_RNA,YEJE-MONOMER,Metabolism,0
yejF,EG12041_RNA,YEJF-MONOMER,Metabolism,0
yfaU,G7158_RNA,G7158-MONOMER,Metabolism,0
yfaW,G7160_RNA,G7160-MONOMER,Metabolism,0
yfbR,G7185_RNA,G7185-MONOMER,Metabolism,0
yfbT,G7187_RNA,G7187-MONOMER,Metabolism,0
yfdE,G7234_RNA,G7234-MONOMER,Metabolism,0
yfdR,G7230_RNA,G7230-MONOMER,Metabolism,0
yfeX,G7266_RNA,G7266-MONOMER,Metabolism,0
ygaH,G7406_RNA,G7406-MONOMER,Metabolism,0
ygaZ,G7405_RNA,G7405-MONOMER,Metabolism,0
ygfQ,G7503_RNA,G7504-MONOMER,Metabolism,0
yggF,EG11245_RNA,EG11245-MONOMER,Metabolism,0
yghA,EG11292_RNA,EG11292-MONOMER,Metabolism,0
yghZ,G7558_RNA,G7558-MONOMER,Metabolism,0
ygiF,EG11603_RNA,EG11603-MONOMER,Metabolism,0
yhbO,G7647_RNA,G7647-MONOMER,Metabolism,0
yhdE,EG11298_RNA,EG11298-MONOMER,Metabolism,0
yhdH,EG11315_RNA,EG11315-MONOMER,Metabolism,0
yiaK,EG12279_RNA,EG12279-MONOMER,Metabolism,0
yiaY,EG12293_RNA,EG12293-MONOMER,Metabolism,0
yibQ,EG12298_RNA,EG12298-MONOMER,Metabolism,0
yidA,EG11195_RNA,EG11195-MONOMER,Metabolism,0
yieF,EG11723_RNA,EG11723-MONOMER,Metabolism,0
yigB,EG11202_RNA,EG11202-MONOMER,Metabolism,0
yigL,EG11470_RNA,EG11470-MONOMER,Metabolism,0
yihS,EG11845_RNA,EG11845-MONOMER,Metabolism,0
yihU,EG11847_RNA,EG11847-MONOMER,Metabolism,0
yihV,EG11848_RNA,EG11848-MONOMER,Metabolism,0
yihX,EG11850_RNA,EG11850-MONOMER,Metabolism,0
yijE,EG11902_RNA,EG11902-MONOMER,Metabolism,0
yjbB,EG11919_RNA,EG11919-MONOMER,Metabolism,0
yjcD,EG11939_RNA,EG11939-MONOMER,Metabolism,0
yjdL,EG12469_RNA,YJDL-MONOMER,Metabolism,0
yjeF,EG11758_RNA,EG11758-MONOMER,Metabolism,0
yjeH,G7833_RNA,B4141-MONOMER,Metabolism,0
yjhG,G7910_RNA,G7910-MONOMER,Metabolism,0
yjhH,G7911_RNA,G7911-MONOMER,Metabolism,0
yjjG,EG12115_RNA,EG12115-MONOMER,Metabolism,0
yjjX,EG12600_RNA,EG12600-MONOMER,Metabolism,0
yliI,G6437_RNA,G6437-MONOMER,Metabolism,0
yneH,G6810_RNA,G6810-MONOMER,Metabolism,0
yqhD,G7564_RNA,G7564-MONOMER,Metabolism,0
yrfG,G7742_RNA,G7742-MONOMER,Metabolism,0
ytfG,G7868_RNA,G7868-MONOMER,Metabolism,0
zitB,G6393_RNA,B0752-MONOMER,Metabolism,0
zntA,EG12215_RNA,YHHO-MONOMER,Metabolism,0
znuA,G7017_RNA,ZNUA-MONOMER,Metabolism,0
znuB,EG12368_RNA,ZNUB-MONOMER,Metabolism,0
znuC,G7018_RNA,ZNUC-MONOMER,Metabolism,0
zupT,EG11167_RNA,EG11167-MONOMER,Metabolism,0
zwf,EG11221_RNA,GLU6PDEHYDROG-MONOMER,Metabolism,0

